"code";"partie";"président";"date";"Nombre_modifications_par_version"
"Code de l'éducation";"Réglementaire";"Macron 2";"2023-12-31";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-01-01";15
"Code de l'éducation";"Législative";"Macron 2";"2024-01-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-01-05";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-01-11";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-02-08";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-02-10";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-02-16";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-02-22";25
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-02-29";10
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-03-18";6
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-03-21";8
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-03-22";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-04-05";10
"Code de l'éducation";"Législative";"Macron 2";"2024-05-12";1
"Code de l'éducation";"Législative";"Macron 2";"2024-05-23";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-05-24";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-06-09";8
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-06-16";7
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-01";3
"Code de l'éducation";"Législative";"Macron 2";"2024-07-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-06";31
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-07";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-08";8
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-10";6
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-18";28
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-07-19";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-08-01";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-08-03";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-08-05";21
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-08-28";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-09-01";11
"Code de l'éducation";"Législative";"Macron 2";"2024-09-02";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-10-28";1
"Code de l'éducation";"Législative";"Macron 2";"2024-11-15";4
"Code de l'éducation";"Législative";"Macron 2";"2024-11-17";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-11-25";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-11-28";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-11-29";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-12-01";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-12-06";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2024-12-21";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-01-01";122
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-01-26";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-01-31";11
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-02-14";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-02-20";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-02-21";7
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-02-24";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-02-26";2
"Code de l'éducation";"Législative";"Macron 2";"2025-02-28";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-03-01";11
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-03-07";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-03-20";9
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-03-26";12
"Code de l'éducation";"Législative";"Macron 2";"2025-03-26";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-04-07";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-04-11";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-04-13";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-04-19";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-04-20";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-05-25";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-06-13";6
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-06-18";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-06-26";4
"Code de l'éducation";"Législative";"Macron 2";"2025-06-29";2
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-07-04";7
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-07-06";3
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-07-25";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-08-01";1
"Code de l'éducation";"Législative";"Macron 2";"2025-08-02";25
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-08-25";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-08-29";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-08-30";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-09-01";57
"Code de l'éducation";"Réglementaire";"Macron 2";"2025-09-10";5
"Code de l'éducation";"Réglementaire";"Macron 2";"2026-01-01";16
"Code de l'éducation";"Législative";"Macron 2";"2026-01-01";9
"Code de l'éducation";"Réglementaire";"Macron 2";"2026-08-31";26
"Code de l'éducation";"Réglementaire";"Macron 2";"2027-01-01";6
"Code de l'éducation";"Législative";"Macron 2";"2027-09-01";1
"Code de l'éducation";"Réglementaire";"Macron 2";"2028-09-01";4
"Code de l'éducation";"Réglementaire";"Macron 2";"2222-02-22";4
